"Year","Location","trialName","Trial","plot_name","Plot","Block","Line","pass","range","GrainMoisture|%","TestWeight|lb/bu","GrainYield|bu/ac","HeadingDate|Julian","Height|in","Awns|A-TA-AL","notes|","Entry","Pedigree","PlotWeight|g","Lodging|0-9","PowderyMildew|0-9","AWN|CO_321:0501164"
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3076",3076,3,"19VT16-458-1",16,16,11.5,59.3,89.2289937580852,120,37,NA,NA,994,"GA07169-14LE24 (AGS2020/021737-B-5 //Oglethorpe) / L11541 (MDC07026-F2-19-13-4 = SS8641 // McCormick *2/Ning7840) // HILLIARD",2452,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3077",3077,3,"VA22FHB-154",15,16,11.7,58.2,92.0372839203869,125,38,NA,"thick, lean head. check",649,"VA11W-182 (Branson / Shirley) / IL07-19334 (IL01-36115 / IL79-008T-B-B (DH from IL94-6727/IL96-6472)) // VA13W-38 [IL99-15867 (IL93-2879/P881705A-1-X-60) / Jamestown]",2534.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3078",3078,3,"VA22W-187",14,16,11.8,57.9,74.2202807855516,119,35,NA,NA,200,"VA14W-59 [VA06W-627 ( IL 94-1549 (SCAB-RES) /VA97W-375 (CK9803/Freedom)// Coker 9025 (BL930390))] / [VA06W-256 {McCormick""S"" (VA98W-590) / VAN99W-97 [Coker 983//GA-ANDY/VA90-21-20 (79IWWRN67//CK65-20/ATR)] / SR8483 (VA12W-68)",2046.5,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3079",3079,3,"19VTK7-132",13,16,12.2,59.7,99.3034217485593,126,38,NA,"v nice. check check",766,"KWS192 / 13VTK429-3",2750.6,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3080",3080,3,"DH20SRW01-028",12,16,11.5,60.2,79.8584938018426,126,37,NA,"uneven",905,"VA16W-196  / Hilliard",2194.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3081",3081,3,"VA22W-405",11,16,11.9,56.9,96.6033813945393,123,39,NA,NA,418,"Hilliard / GA04434-13E52 (961565-2E46/ AGS2485//SS 8641 ) // Berkeley (VA12W-72)",2666.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3082",3082,3,"VA22FHB-101",10,16,11.7,59.1,83.4576909619319,121,37,NA,NA,596,"Featherstone 73 (VA09W-73) / MDC07026-F2-19-13-4 (SS8641// McCormick*2/Ning7840) // HILLIARD (VA11W-108)",2298.6,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3083",3083,3,"19VT13-353-14",9,16,11.9,57.7,59.2292078524288,116,28,NA,"too short ugly drop",993,"HILLIARD / MDC07026-F2-19-13-3 // LA10191C-1",1635,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3084",3084,3,"VA22W-248",8,16,12.1,58.3,82.0929070176715,120,35,NA,NA,261,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",2271.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3085",3085,3,"VA22W-270",7,16,12.6,60.1,79.9368542286611,119,38,NA,NA,283,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",2224.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3086",3086,3,"19VTK15-96",6,16,12.1,60.3,97.1214064400058,122,39,NA,"lodgy, drop",839,"13VTK429-3 / VA17W-75",2687.1,4,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3087",3087,3,"VA22W-148",5,16,12.1,58.8,99.9984351894474,122,38,NA,"ok",161,"USG 3895 (Pion A040064G1) / Berkeley (VA12W-72)",2766.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3088",3088,3,"VA22FHB-163",4,16,12.5,57.4,72.4547143234984,119,35,NA,NA,658,"NC11-21401 [VA04W-433 {Ning7840 / PION2684 // Sisson""S"" (VA96-54-244)} / SS8641)] / Featherstone 31 (VA12W-31) // VA13W-38 [IL99-15867 (IL93-2879/P881705A-1-X-60) / Jamestown]",2013.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3089",3089,3,"VA22W-44",3,16,12.3,55.5,79.7316212106957,119,34,NA,"ratty drop",57,"VA11W-313 (Berkeley""S"") / VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",2211,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3090",3090,3,"19VDH-FHB-MAS13-17",2,16,12.4,56.1,82.965373498376,120,36,NA,"ok, clean",704,"VA13W-174 / Pioneer W050216N2 // 15VDH-FHB-MAS25-08",2303.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3091",3091,3,"VA22W-49",2,17,12.4,55.9,84.5538652151643,117,34,NA,NA,62,"VA11W-313 (Berkeley""S"") / VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",2347.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3092",3092,3,"VA22W-287",3,17,12.3,57,82.6634080964621,121,38,NA,NA,300,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",2292.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3093",3093,3,"19VT2-44-30",4,17,12.5,59.7,89.8182286409681,126,36,NA,"meh, l ugly, crook",983,"HILLIARD / MDC07026-F2-19-13-3 // 13VTK59-55",2496.4,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3094",3094,3,"VA22FHB-5",5,17,11.9,59,80.2112000164207,118,37,NA,NA,500,"KY06C-3058-53-3-3 (KY98C-1161-03/ IL96-24851-1 //PEMBROKE08) / GA071092-14ES11 ( USG 3120*2 / Jamestown)",2214.2,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3095",3095,3,"19VTK16-51",6,17,12.2,59.9,93.3717878529408,121,40,NA,"tt",852,"VA17W-75 / 15VDH-FHB-MAS25-08",2586.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3096",3096,3,"VA22W-172",7,17,12.2,59,81.7431860405322,121,38,NA,"lodgy drop",185,"VA14W-59 [VA06W-627 ( IL 94-1549 (SCAB-RES) /VA97W-375 (CK9803/Freedom)// Coker 9025 (BL930390))] / [VA06W-256 {McCormick""S"" (VA98W-590) / VAN99W-97 [Coker 983//GA-ANDY/VA90-21-20 (79IWWRN67//CK65-20/ATR)] / SR8483 (VA12W-68)",2264.2,3,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3097",3097,3,"VA22W-436",8,17,12.2,57.7,80.4182258216083,118,37,NA,"lodgy, drop",449,"GA03564-12E6 (SS8641/4/AGS 2000*3/ 931433 //PION 2684/3*AGS 2000) / VA10W-21_ BSR124 [Z00-5018 (U90-1A//ZX90-2C1/PION 2580 ) / VA01W-158 (PION2643/94-54-331)] // SH7200 (VA10W-119)",2227.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3098",3098,3,"VA22W-169",9,17,12.2,57.2,78.7683434781526,120,35,NA,NA,182,"USG 3895 (Pion A040064G1) / Berkeley (VA12W-72)",2181.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3099",3099,3,"VA22FHB-178",10,17,12,60,88.0699321475688,127,40,NA,NA,1031,"IL11-6543 (IL97-1828 / IL02-18228) / Featherstone 31 (VA12W-31)",2433.9,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3100",3100,3,"VA22W-448",11,17,11.8,58.4,74.3689752156619,119,32,NA,NA,461,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / Featherstone 73 (VA12W-31) // VA13W-38 [IL99-15867 (IL93-2879/P881705A-1-X-60) / Jamestown]",2050.6,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3101",3101,3,"19VTK16-97",12,17,11.4,60.2,67.3143163774515,122,36,NA,"ok, l ratty but thick",855,"VA17W-75 / 15VDH-FHB-MAS25-08",1847.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3102",3102,3,"VA22W-260",13,17,12.1,59.6,73.960602135456,118,35,NA,"early mat",273,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",2046.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3103",3103,3,"VA22W-256",14,17,11.7,57.6,80.9923741533027,120,36,NA,NA,269,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",2230.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3104",3104,3,"VA22W-143",15,17,11.7,56.1,90.5450229360767,120,36,NA,NA,156,"USG 3895 (Pion A040064G1) / Berkeley (VA12W-72)",2493.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3105",3105,3,"19VT16-505-1",16,17,11.3,56.2,84.1457717439747,124,33,NA,NA,996,"GA07169-14LE24 (AGS2020/021737-B-5 //Oglethorpe) / L11541 (MDC07026-F2-19-13-4 = SS8641 // McCormick *2/Ning7840) // HILLIARD",2307.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3106",3106,3,"19VDH-FHB-MAS10-26",17,17,11.3,54.6,79.3131616464164,119,34,NA,"purple anthers",699,"VA13W-174 / Pioneer W050216N2 // 15VDH-FHB-MAS25-08",2174.6,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3107",3107,3,"DH19SRW08-007",18,17,11.5,59.2,99.0070649745605,122,37,NA,"l ugly but thick unif, ok",890,"VA15W-63 / Liberty 5658",2720.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3108",3108,3,"DH20SRW04-007",19,17,11.1,57.5,81.2904908193452,127,33,NA,"short thick, l uneven",954,"LA09225C-33-3 / 13VTK429-3",2223.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3109",3109,3,"VA22W-250",20,17,11.9,58,70.9663719773137,119,36,NA,"long neck",263,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",1959,0,NA,2
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3110",3110,3,"DH20SRW01-005",21,17,11.4,54.9,87.6831177448992,122,32,NA,NA,901,"VA16W-196  / Hilliard",2406.8,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3111",3111,3,"19VTK14-11",22,17,11.6,61.7,75.4826908227699,117,30,NA,"too short",815,"LA10191C-1 / VA17W-75",2076.6,0,NA,2
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3112",3112,3,"19VTK14-79",23,17,11.7,60.4,76.5192220056868,119,35,NA,NA,821,"LA10191C-1 / VA17W-75",2107.5,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3113",3113,3,"DH20SRW05-044",24,17,11.8,60.3,93.1008467161444,125,37,NA,"v nice! l later, l black, thick unif, check check",968,"NC14-23372 / 13VTK59-148",2567.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3114",3114,3,"VA22W-245",25,17,11.2,59.5,79.4573494370875,120,32,NA,"ok, short. check",258,"VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404] / VA07MAS3-7304-3-2-4-3 [Shirley / AGS 2026 (GA951231-4E26) // SS8404]",2176.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3115",3115,3,"19VTK9-144",26,17,11.8,58.7,65.715684721925,124,35,NA,NA,788,"KWS192 / DH13SRW023-201",1812,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3116",3116,3,"VA22W-303",27,17,11.3,58.8,79.0906792192836,120,34,NA,NA,316,"Pioneer 112348W (USG 3404) / Jamestown // VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",2168.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3117",3117,3,"VA22W-167",28,17,11.7,55.6,88.9837766507887,122,37,NA,NA,180,"USG 3895 (Pion A040064G1) / Berkeley (VA12W-72)",2450.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3118",3118,3,"VA22FHB-135",29,17,12.1,58.2,79.0315460242331,124,37,NA,NA,630,"USG 3316",2186.6,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3119",3119,3,"VA22W-221",30,17,11.5,56.9,84.5091730034263,120,34,NA,"ok",234,"VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404] / VA07MAS3-7304-3-2-4-3 [Shirley / AGS 2026 (GA951231-4E26) // SS8404]",2322.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3120",3120,3,"VA22FHB-152",31,17,11.6,56.3,76.7112928403995,118,32,NA,NA,647,"VA11W-182 (Branson / Shirley) / IL07-19334 (IL01-36115 / IL79-008T-B-B (DH from IL94-6727/IL96-6472)) // VA13W-38 [IL99-15867 (IL93-2879/P881705A-1-X-60) / Jamestown]",2110.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3121",3121,3,"16VT04-29-6-3-4",32,17,11.8,59.2,82.1518592892409,122,37,NA,NA,1022,"NC8248-14 (Bess / Neuse:  FHB-RES. DH) / Jamestown // MDC07026-F2-19-13-1 (SS8641// McCormick*2/ Ning7840)",2265.2,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3122",3122,3,"VA22FHB-149",33,17,12,57.5,64.5643534783298,117,38,NA,NA,644,"VA11W-182 (Branson / Shirley) / IL07-19334 (IL01-36115 / IL79-008T-B-B (DH from IL94-6727/IL96-6472)) // VA13W-38 [IL99-15867 (IL93-2879/P881705A-1-X-60) / Jamestown]",1784.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3123",3123,3,"VA22W-54",34,17,12,56,86.4958978616822,118,37,NA,NA,67,"Berkeley (VA12W-72) / VA14FHB-14 [VA05W-436 [OH 552 (P71761A4-31-5-33 / MD55-286-21) / AGS 2000 )] / [VA05W-641 (Renwood 3260*2 //Futai8944/ Renwood 3260/3/ Renwood 3260)])",2390.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3124",3124,3,"VA22W-8",35,17,12.3,55.9,89.3744233417405,122,37,NA,"thick, ok",21,"12V51 (VA05W-251) / Pioneer Brand 26R41 // Hilliard (VA11W-108)",2478.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3125",3125,3,"19VTK20-21",36,17,13.1,60,90.3743545268029,123,38,NA,"ok!",866,"KWS154 / DH12SRW056-058",2529.2,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3126",3126,3,"HILLIARD",36,18,13,58.7,87.856154607017,120,35,NA,"looks odd for hill, short unif",2,"VA11W-108=PIONEER 25R47 / JAMESTOWN [VA02W-370= ROANE (VA93-54-429)/ PION2691]",2455.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3127",3127,3,"VA22W-275",35,18,12.8,58.6,61.747177505966,117,34,NA,NA,288,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",1722.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3128",3128,3,"VA22FHB-78",34,18,12,59.3,80.3372625637997,124,34,NA,"this is L11541! DROP!",573,"L11541",2220.2,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3129",3129,3,"VA22W-347",33,18,11.8,58.5,83.6460569771787,123,34,NA,"ok inline",360,"Pioneer 112355W (AgriMAXX 446) / Jamestown // ARGA04494-11E49 (AWD99*5261 /SS8641)",2306.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3130",3130,3,"VA22W-325",32,18,11.8,59.3,77.172409227254,123,33,NA,NA,338,"Pioneer 112355W (AgriMAXX 446) / Jamestown // ARGA04494-11E49 (AWD99*5261 /SS8641)",2127.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3131",3131,3,"VA22FHB-70",31,18,11.9,59.5,67.0250032835252,118,35,NA,NA,565,"NC8248-14 (Bess / Neuse: FHB-RES. DH) / Jamestown // TXGA06343-17-3-5-EL2 (011638-G1-G1/981592-8-8-1//991336-47-5W-1W)",1850.2,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3132",3132,3,"VA22W-431",30,18,11.8,57.9,86.754133235826,120,34,NA,NA,444,"GA03564-12E6 (SS8641/4/AGS 2000*3/ 931433 //PION 2684/3*AGS 2000) / VA10W-21_ BSR124 [Z00-5018 (U90-1A//ZX90-2C1/PION 2580 ) / VA01W-158 (PION2643/94-54-331)] // SH7200 (VA10W-119)",2392.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3133",3133,3,"VA22W-403",29,18,12.2,57.4,71.5514620677196,119,34,NA,NA,416,"Hilliard / GA04434-13E52 (961565-2E46/ AGS2485//SS 8641 ) // Berkeley (VA12W-72)",1981.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3134",3134,3,"VA22W-472",28,18,12,58.3,80.572463089277,120,37,NA,"ok",485,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / Featherstone 73 (VA12W-31) // VA13W-38 [IL99-15867 (IL93-2879/P881705A-1-X-60) / Jamestown]",2226.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3135",3135,3,"19VDH-FHB-MAS06-26",27,18,11.3,59.5,77.1649296860679,121,31,NA,"big heads, AL, ok",690,"VA13W-174 / Pioneer W050216N2 // 13VTK59-55",2115.7,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3136",3136,3,"VA22FHB-136",26,18,12.1,61.7,82.425427928411,119,35,NA,NA,631,"USG 3118""S"" (VA12W-54) / Hilliard (VA11W-108) // MO 121058 (011126*2/Pioneer 25R47)",2280.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3137",3137,3,"16VT03-2-6-3-4",25,18,11.4,57.7,66.833421764591,120,34,NA,NA,1028,"NC8248-14 (Bess / Neuse:  FHB-RES. DH) / Jamestown // MDC07026-F2-19-13-1 (SS8641// McCormick*2/ Ning7840)",1834.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3138",3138,3,"VA22FHB-80",24,18,11.8,59.5,76.882273753868,121,38,NA,"tall ok",575,"MDC07026-F2-19-13-4 (SS8641// McCormick*2/Ning7840) / Yorktown (VA08W-294) // VA14FHB-14 [VA05W-436 {OH 552 (P71761A4-31-5-33 / MD55-286-21) / AGS 2000} / {VA05W-641 (Renwood 3260*2 // Futai8944 / Renwood 3260 /3/ Renwood 3260}]",2119.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3139",3139,3,"VA22W-52",23,18,11.2,56.8,79.3003407506395,120,34,NA,NA,65,"VA11W-313 (Berkeley""S"") / VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",2171.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3140",3140,3,"VA22W-62",22,18,11.6,58.1,87.0271878878338,121,35,NA,"l ratty but ok",75,"Berkeley (VA12W-72) / VA14FHB-14 [VA05W-436 [OH 552 (P71761A4-31-5-33 / MD55-286-21) / AGS 2000 )] / [VA05W-641 (Renwood 3260*2 //Futai8944/ Renwood 3260/3/ Renwood 3260)]",2394.2,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3141",3141,3,"VA22FHB-120",21,18,11.9,58.9,75.9111957521496,122,34,NA,NA,615,"Pioneer 112348W (USG 3404) / Berkeley (VA12W-72) // VA14FHB-14 [VA05W-436 {OH 552 (P71761A4-31-5-33 / MD55-286-21) / AGS 2000} / {VA05W-641 (Renwood 3260*2 // Futai8944 / Renwood 3260 /3/ Renwood 3260}]",2095.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3142",3142,3,"19VDH-FHB-MAS02-25",20,18,11.4,58.4,68.7023531009352,122,30,NA,"really short, full, and green. many heads",678,"VA13W-174 / Pioneer W050216N2 // 13VTK59-55",1885.8,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3143",3143,3,"18VTK17-76",19,18,11.3,57.6,98.453944885651,122,35,NA,"ok in line",713,"KWS103 / Liberty 5658",2699.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3144",3144,3,"VA22W-70",18,18,11.6,57.6,66.9079211198462,120,34,NA,NA,83,"AR11LE24 (GA961591-3E42/GA96229-3A41) / Berkeley (VA12W-72)",1840.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3145",3145,3,"VA22W-426",17,18,11.8,60.2,76.882273753868,124,35,NA,NA,439,"Hilliard / GA04434-13E52 (961565-2E46/ AGS2485//SS 8641 ) // Berkeley (VA12W-72)",2119.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3146",3146,3,"VA22W-113",16,18,11.6,58.1,74.7193582082663,125,37,NA,"some black, ok",126,"ARGA04494-11E49 (AWD99*5261 /SS8641) / Hilliard (VA11W-108)",2055.6,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3147",3147,3,"VA22W-291",15,18,11.6,59.5,82.27271617464,117,35,NA,NA,304,"Pioneer 112348W (USG 3404) / Jamestown // VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",2263.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_3148",3148,3,"19VTK1-157",14,18,11.9,61,76.671937871355,119,34,NA,"lots of heads, kinda ugly",721,"Hilliard / MDC07026-F2-19-13-3 // VA17W-75",2116.5,0,NA,1
